gene_name	gene_ensembl	gene_type	Chr	Start	End	Strand
RP11-442N1.1	ENSG00000250543.1	lincRNA	chr3	139688403	139689342	-
RP11-166D18.1	ENSG00000251471.1	lincRNA	chr3	139837220	139859894	+
RP11-166D18.2	ENSG00000250161.1	processed_pseudogene	chr3	139845078	139845411	-
CLSTN2	ENSG00000158258.16	protein_coding	chr3	139935185	140577397	+
RP11-68L1.2	ENSG00000249290.5	antisense	chr3	140449435	140460351	-
RP11-68L1.1	ENSG00000251058.1	antisense	chr3	140461000	140462825	-
RP11-13L2.2	ENSG00000250433.1	antisense	chr3	140505611	140508789	-
RP11-13L2.1	ENSG00000249305.1	processed_pseudogene	chr3	140619694	140619837	-
TRIM42	ENSG00000155890.3	protein_coding	chr3	140678039	140701150	+
RP11-691G17.1	ENSG00000261826.1	lincRNA	chr3	140865075	140867783	-
RP11-4H14.1	ENSG00000224085.3	processed_pseudogene	chr3	140902194	140902651	+
SLC25A36	ENSG00000114120.11	protein_coding	chr3	140941830	140979933	+
RP11-231L11.3	ENSG00000248773.1	sense_intronic	chr3	140972744	140973255	+
SPSB4	ENSG00000175093.4	protein_coding	chr3	141051402	141148611	+
RP11-231L11.1	ENSG00000251270.1	antisense	chr3	141115124	141124182	-
PXYLP1	ENSG00000155893.12	protein_coding	chr3	141228726	141367753	+
RP11-764I5.1	ENSG00000241400.1	processed_pseudogene	chr3	141258418	141258779	+
RP11-438D8.2	ENSG00000249417.1	antisense	chr3	141267353	141367137	-
RP11-789L4.1	ENSG00000249540.1	processed_pseudogene	chr3	141307612	141307933	-
ZBTB38	ENSG00000177311.11	protein_coding	chr3	141324213	141449792	+
RP11-438D8.3	ENSG00000215606.4	processed_pseudogene	chr3	141470634	141471902	-
RASA2	ENSG00000155903.11	protein_coding	chr3	141487047	141615342	+
RP11-438D8.4	ENSG00000250170.1	sense_intronic	chr3	141525133	141526121	+
RP11-316C10.1	ENSG00000249986.1	processed_pseudogene	chr3	141600276	141600579	-
RP11-340E6.1	ENSG00000242104.5	transcribed_unitary_pseudogene	chr3	141660536	141729405	+
RP11-340E6.2	ENSG00000241899.1	processed_pseudogene	chr3	141709016	141709832	-
RP11-144C9.1	ENSG00000241526.1	processed_pseudogene	chr3	141724425	141724526	+
RNF7	ENSG00000114125.13	protein_coding	chr3	141738204	141747560	+
GRK7	ENSG00000114124.2	protein_coding	chr3	141778148	141818490	+
RP11-271K21.2	ENSG00000228398.3	processed_pseudogene	chr3	141865012	141865279	-
ATP1B3	ENSG00000069849.10	protein_coding	chr3	141876124	141926514	+
RNU6-509P	ENSG00000200389.1	snRNA	chr3	141902924	141903030	-
RP11-271K21.7	ENSG00000244124.1	antisense	chr3	141918252	141919021	-
RP11-271K21.12	ENSG00000279147.1	TEC	chr3	141936707	141938547	-
TFDP2	ENSG00000114126.17	protein_coding	chr3	141944428	142149544	-
RP11-343B5.1	ENSG00000233597.3	processed_pseudogene	chr3	142043623	142044198	-
RNU6-425P	ENSG00000206604.1	snRNA	chr3	142145454	142145555	+
GK5	ENSG00000175066.15	protein_coding	chr3	142157527	142225607	-
XRN1	ENSG00000114127.10	protein_coding	chr3	142306607	142448062	-
RNU6-1294P	ENSG00000251804.1	snRNA	chr3	142407657	142407737	-
RNU1-100P	ENSG00000202125.1	snRNA	chr3	142420205	142420369	-
ATR	ENSG00000175054.14	protein_coding	chr3	142449235	142578826	-
RP11-383G6.4	ENSG00000242479.1	processed_pseudogene	chr3	142450102	142452149	+
RP11-383G6.3	ENSG00000244327.1	sense_overlapping	chr3	142465315	142472337	-
RP11-427D1.1	ENSG00000242390.1	processed_pseudogene	chr3	142580910	142582399	+
RNA5SP143	ENSG00000252745.1	rRNA	chr3	142591677	142591791	-
PLS1	ENSG00000120756.12	protein_coding	chr3	142596387	142713664	+
RP11-190C21.4	ENSG00000239641.1	antisense	chr3	142654784	142656745	-
RN7SKP25	ENSG00000199319.1	misc_RNA	chr3	142673597	142673904	+
TRPC1	ENSG00000144935.14	protein_coding	chr3	142724074	142807888	+
RNU7-47P	ENSG00000251787.1	snRNA	chr3	142801207	142801268	+
PCOLCE2	ENSG00000163710.7	protein_coding	chr3	142815922	142889203	-
RP11-372E1.1	ENSG00000240950.1	processed_pseudogene	chr3	142827096	142827728	-
RP11-372E1.4	ENSG00000243818.4	antisense	chr3	142926675	142942534	+
PAQR9	ENSG00000188582.8	protein_coding	chr3	142949164	142963682	-
RP11-372E1.7	ENSG00000241592.1	processed_pseudogene	chr3	142960372	142960543	+
RP11-372E1.6	ENSG00000241570.8	antisense	chr3	142960650	143001559	+
U2SURP	ENSG00000163714.17	protein_coding	chr3	142964497	143060546	+
RP11-91G21.1	ENSG00000268129.1	lincRNA	chr3	143000907	143001467	-
RP11-80H8.3	ENSG00000243733.1	lincRNA	chr3	143111802	143112359	+
CHST2	ENSG00000175040.5	protein_coding	chr3	143119331	143124014	+
RP11-80H8.4	ENSG00000241679.2	processed_transcript	chr3	143123362	143131893	+
PBX2P1	ENSG00000244171.4	processed_pseudogene	chr3	143176327	143177617	+
SLC9A9	ENSG00000181804.14	protein_coding	chr3	143265222	143848531	-
RP13-635I23.3	ENSG00000240888.1	sense_intronic	chr3	143313067	143314429	-
RP13-635I23.2	ENSG00000240012.1	antisense	chr3	143342246	143347071	+
RP13-635I23.4	ENSG00000244493.1	antisense	chr3	143381338	143382161	+
RP11-16P13.1	ENSG00000243033.2	processed_pseudogene	chr3	143503275	143504273	-
RP11-501M7.2	ENSG00000243759.1	processed_pseudogene	chr3	143517123	143518229	-
RP11-501M7.1	ENSG00000248374.1	unprocessed_pseudogene	chr3	143620528	143627690	+
RP11-8J23.1	ENSG00000235110.5	processed_pseudogene	chr3	143855739	143856142	-
C3orf58	ENSG00000181744.8	protein_coding	chr3	143971798	144048719	+
RNA5SP144	ENSG00000222778.1	rRNA	chr3	144186905	144187020	-
RP11-42F12.1	ENSG00000280397.1	TEC	chr3	144442211	144445844	-
RP11-622L21.1	ENSG00000244024.1	processed_pseudogene	chr3	145523538	145524415	+
RP11-384L1.1	ENSG00000241695.1	processed_pseudogene	chr3	145684572	145685092	+
RP11-88H10.1	ENSG00000239797.1	processed_pseudogene	chr3	145824257	145824739	-
RP11-88H10.2	ENSG00000244358.1	lincRNA	chr3	145939912	145961536	+
RP11-88H10.3	ENSG00000240095.1	lincRNA	chr3	145961755	145963623	+
RP11-274H2.5	ENSG00000261051.1	sense_overlapping	chr3	146059585	146061679	-
RP11-274H2.2	ENSG00000243415.2	antisense	chr3	146064042	146105204	+
RP11-274H2.3	ENSG00000240032.1	antisense	chr3	146066344	146069185	-
PLOD2	ENSG00000152952.11	protein_coding	chr3	146069440	146163653	-
PLSCR4	ENSG00000114698.14	protein_coding	chr3	146192339	146251179	-
RP11-758I14.2	ENSG00000243596.1	processed_pseudogene	chr3	146342996	146348480	-
RP11-758I14.3	ENSG00000241358.1	transcribed_processed_pseudogene	chr3	146391363	146416603	-
PLSCR2	ENSG00000163746.11	protein_coding	chr3	146391421	146495991	-
RP11-329N15.3	ENSG00000279320.1	TEC	chr3	146504570	146506560	-
PLSCR1	ENSG00000188313.12	protein_coding	chr3	146515180	146544864	-
RNU6-428P	ENSG00000199812.1	snRNA	chr3	146571477	146571583	+
PLSCR5	ENSG00000231213.6	protein_coding	chr3	146576555	146606216	-
RP11-21M4.2	ENSG00000241457.1	antisense	chr3	146589602	146590325	+
RP11-649A16.1	ENSG00000243620.1	antisense	chr3	146909685	147370656	-
RP11-232M24.1	ENSG00000242671.1	lincRNA	chr3	146921923	146925218	+
RNU6-505P	ENSG00000207156.1	snRNA	chr3	146996607	146996713	-
RP11-635I10.1	ENSG00000239412.1	processed_pseudogene	chr3	147276768	147277252	+
ZIC4	ENSG00000174963.17	protein_coding	chr3	147386046	147406860	-
RP11-649A16.5	ENSG00000241202.1	antisense	chr3	147386967	147387453	+
ZIC1	ENSG00000152977.9	protein_coding	chr3	147393422	147510293	+
RP11-321C3.1	ENSG00000240804.1	processed_pseudogene	chr3	147590996	147591835	-
RP11-78O22.1	ENSG00000239661.1	lincRNA	chr3	147844123	147846657	-
RP11-71N10.1	ENSG00000239922.1	lincRNA	chr3	147940004	148006755	+
RP11-639B1.1	ENSG00000241131.1	lincRNA	chr3	148078159	148088029	+
RP11-501O2.1	ENSG00000241792.1	lincRNA	chr3	148093175	148127233	+
RP11-501O2.3	ENSG00000244650.2	lincRNA	chr3	148160911	148226606	+
RP11-501O2.2	ENSG00000205412.5	processed_pseudogene	chr3	148166344	148167298	-
RP11-501O2.4	ENSG00000243347.1	lincRNA	chr3	148195729	148280098	-
RP11-501O2.5	ENSG00000242440.1	lincRNA	chr3	148280891	148399956	+
RP11-505J9.1	ENSG00000241993.1	processed_pseudogene	chr3	148695994	148696204	-
AGTR1	ENSG00000144891.17	protein_coding	chr3	148697784	148743008	+
CPB1	ENSG00000153002.11	protein_coding	chr3	148791102	148860187	+
RP11-505J9.4	ENSG00000244089.1	processed_pseudogene	chr3	148824782	148825387	-
RP11-680B3.2	ENSG00000240521.1	antisense	chr3	148850933	148960112	-
CPA3	ENSG00000163751.3	protein_coding	chr3	148865256	148897196	+
RP11-464E15.2	ENSG00000241627.3	processed_pseudogene	chr3	148985868	148987668	-
GYG1	ENSG00000163754.17	protein_coding	chr3	148991341	149027668	+
HLTF	ENSG00000071794.15	protein_coding	chr3	149030127	149086554	-
RP11-464E15.4	ENSG00000239718.1	antisense	chr3	149086332	149102823	+
RF00019	ENSG00000201031.1	misc_RNA	chr3	149094353	149094462	-
RP11-464E15.5	ENSG00000240511.1	processed_pseudogene	chr3	149099499	149099815	-
HPS3	ENSG00000163755.8	protein_coding	chr3	149129584	149173732	+
CP	ENSG00000047457.13	protein_coding	chr3	149162410	149222055	-
CPHL1	ENSG00000240216.7	transcribed_unitary_pseudogene	chr3	149229356	149291800	-
RP11-206M11.7	ENSG00000244468.1	antisense	chr3	149284782	149333653	+
TM4SF18	ENSG00000163762.6	protein_coding	chr3	149318498	149334414	-
RP11-2G17.1	ENSG00000243822.1	processed_pseudogene	chr3	149357169	149357545	-
TM4SF1	ENSG00000169908.11	protein_coding	chr3	149369022	149377865	-
RP11-278L15.1	ENSG00000240541.2	antisense	chr3	149377778	149386583	+
RP11-278L15.2	ENSG00000243885.1	lincRNA	chr3	149384179	149385800	-
RP11-167H9.1	ENSG00000240246.1	processed_pseudogene	chr3	149433044	149433274	-
RP11-278L15.3	ENSG00000241929.1	processed_pseudogene	chr3	149462182	149464830	-
RP11-278L15.7	ENSG00000282502.1	processed_pseudogene	chr3	149463779	149464114	-
RP11-278L15.4	ENSG00000239408.1	processed_pseudogene	chr3	149464839	149465201	-
TM4SF4	ENSG00000169903.6	protein_coding	chr3	149473974	149503281	+
RP11-278L15.6	ENSG00000244503.1	processed_pseudogene	chr3	149494660	149495995	+
WWTR1	ENSG00000018408.14	protein_coding	chr3	149517235	149736714	-
RNU6-1098P	ENSG00000252581.1	snRNA	chr3	149525631	149525726	+
RP11-255N4.3	ENSG00000241985.1	sense_intronic	chr3	149648997	149650184	-
RP11-255N4.2	ENSG00000241313.2	antisense	chr3	149657020	149661364	+
COMMD2	ENSG00000114744.8	protein_coding	chr3	149738470	149752499	-
ANKUB1	ENSG00000206199.10	protein_coding	chr3	149761100	149968385	-
RNU6-507P	ENSG00000251854.1	snRNA	chr3	149779009	149779108	-
RNF13	ENSG00000082996.19	protein_coding	chr3	149812708	149962139	+
RNU6-720P	ENSG00000252172.1	snRNA	chr3	149917342	149917449	-
RP11-651P23.6	ENSG00000239351.1	processed_pseudogene	chr3	149938997	149939799	-
PFN2	ENSG00000070087.13	protein_coding	chr3	149964904	150050788	-
RP11-651P23.5	ENSG00000242791.2	lincRNA	chr3	149976755	149979355	+
RP11-651P23.4	ENSG00000224831.3	processed_pseudogene	chr3	149982181	149983308	-
RP11-651P23.2	ENSG00000182000.9	processed_pseudogene	chr3	149984395	149984797	+
RP11-651P23.3	ENSG00000241947.1	processed_pseudogene	chr3	149999645	150000690	+
RP11-167H9.4	ENSG00000243944.5	antisense	chr3	150039214	150213726	+
RP11-63E16.1	ENSG00000240477.1	processed_pseudogene	chr3	150050729	150051456	+
RP11-167H9.3	ENSG00000243321.3	lincRNA	chr3	150077494	150080117	-
RP11-167H9.2	ENSG00000241143.1	transcribed_processed_pseudogene	chr3	150150538	150150944	+
RP11-167H9.5	ENSG00000241048.1	lincRNA	chr3	150202174	150225190	-
RP11-167H9.6	ENSG00000244541.5	lincRNA	chr3	150238519	150240209	+
RF00004	ENSG00000278234.1	snRNA	chr3	150241777	150241860	+
RP11-483E7.1	ENSG00000243550.2	lincRNA	chr3	150265412	150287373	-
TSC22D2	ENSG00000196428.12	protein_coding	chr3	150408335	150466431	+
SERP1	ENSG00000120742.10	protein_coding	chr3	150541994	150603228	-
EIF2A	ENSG00000144895.11	protein_coding	chr3	150546678	150584242	+
SELT	ENSG00000198843.12	protein_coding	chr3	150602875	150630445	+
RP11-392O18.2	ENSG00000271711.1	processed_pseudogene	chr3	150611262	150611877	-
ERICH6	ENSG00000163645.14	protein_coding	chr3	150659885	150703971	-
RP11-103G8.2	ENSG00000240137.5	antisense	chr3	150703564	150720146	+
RP11-103G8.1	ENSG00000244668.1	processed_pseudogene	chr3	150719997	150720836	-
SIAH2	ENSG00000181788.3	protein_coding	chr3	150741127	150763477	-
RP11-103G8.4	ENSG00000244265.1	antisense	chr3	150761937	150762538	+
CLRN1OS	ENSG00000239265.5	antisense	chr3	150852484	151080726	+
MINDY4B	ENSG00000214237.10	protein_coding	chr3	150871045	150905439	-
RP11-166N6.3	ENSG00000260234.5	protein_coding	chr3	150882997	150941743	-
RP11-166N6.2	ENSG00000243273.1	antisense	chr3	150890636	151038818	+
CLRN1	ENSG00000163646.11	protein_coding	chr3	150926163	150972999	-
RF02089	ENSG00000276055.1	misc_RNA	chr3	151079506	151079584	+
MED12L	ENSG00000144893.12	protein_coding	chr3	151085697	151437072	+
RNA5SP145	ENSG00000199994.1	rRNA	chr3	151188099	151188223	+
GPR171	ENSG00000174946.6	protein_coding	chr3	151197832	151203201	-
P2RY14	ENSG00000174944.8	protein_coding	chr3	151212117	151278467	-
RP11-600P18.4	ENSG00000239570.1	processed_pseudogene	chr3	151269440	151270129	+
GPR87	ENSG00000138271.5	protein_coding	chr3	151294086	151316952	-
P2RY13	ENSG00000181631.6	protein_coding	chr3	151326312	151329548	-
P2RY12	ENSG00000169313.9	protein_coding	chr3	151337380	151384812	-
IGSF10	ENSG00000152580.8	protein_coding	chr3	151425384	151458709	-
RP11-312P21.1	ENSG00000242810.1	processed_pseudogene	chr3	151475804	151476174	-
RP11-312P21.2	ENSG00000242119.1	processed_pseudogene	chr3	151499639	151499806	+
MIR5186	ENSG00000264330.1	miRNA	chr3	151565876	151565995	-
RP11-454C18.1	ENSG00000241151.1	lincRNA	chr3	151637174	151657966	+
AADACL2	ENSG00000197953.5	protein_coding	chr3	151733916	151761339	+
RP11-454C18.2	ENSG00000242908.6	antisense	chr3	151751443	151928175	-
RP11-64D22.1	ENSG00000242097.1	processed_pseudogene	chr3	151759747	151762011	-
RP11-64D22.2	ENSG00000240602.7	transcribed_unprocessed_pseudogene	chr3	151770428	151784894	+
RP11-64D22.5	ENSG00000250271.2	transcribed_unprocessed_pseudogene	chr3	151797047	151808249	+
AADAC	ENSG00000114771.13	protein_coding	chr3	151814037	151828488	+
SUCNR1	ENSG00000198829.6	protein_coding	chr3	151873643	151884619	+
RP11-246A10.1	ENSG00000239941.1	lincRNA	chr3	152118173	152151724	-
MBNL1	ENSG00000152601.17	protein_coding	chr3	152243828	152465780	+
MBNL1-AS1	ENSG00000229619.3	antisense	chr3	152262616	152269555	-
TMEM14EP	ENSG00000221962.5	transcribed_processed_pseudogene	chr3	152339695	152340990	-
RF00019	ENSG00000201217.1	misc_RNA	chr3	152449272	152449384	+
RP11-362A9.3	ENSG00000243305.1	antisense	chr3	152457759	152496813	-
RP11-788A4.1	ENSG00000244545.1	lincRNA	chr3	152648146	152650447	+
RP11-38P22.3	ENSG00000242561.1	processed_pseudogene	chr3	152800434	152800732	-
P2RY1	ENSG00000169860.6	protein_coding	chr3	152834693	152841439	+
RP11-529G21.4	ENSG00000241810.1	processed_pseudogene	chr3	153067278	153067551	+
RP11-529G21.3	ENSG00000241671.1	processed_pseudogene	chr3	153129074	153129640	-
RP11-529G21.2	ENSG00000244268.1	antisense	chr3	153156511	153161775	-
RAP2B	ENSG00000181467.4	protein_coding	chr3	153162270	153170620	+
RN7SL300P	ENSG00000265813.2	misc_RNA	chr3	153199700	153200017	-
RP11-292E2.1	ENSG00000241220.1	lincRNA	chr3	153357107	153374186	+
RP11-292E2.2	ENSG00000241912.1	lincRNA	chr3	153376831	153377562	+
RP11-23D24.2	ENSG00000238755.3	processed_transcript	chr3	153384934	153980186	-
RP11-292E2.4	ENSG00000243012.1	lincRNA	chr3	153431856	153443531	+
RNU6-901P	ENSG00000207323.1	snRNA	chr3	153471466	153471571	-
C3orf79	ENSG00000237787.4	lincRNA	chr3	153484495	153502697	+
RF00019	ENSG00000200162.1	misc_RNA	chr3	153607377	153607479	+
RP11-217E22.5	ENSG00000243486.1	lincRNA	chr3	153881526	153940836	+
RF00096	ENSG00000201398.1	snoRNA	chr3	154007367	154007502	-
RP11-217E22.1	ENSG00000240068.1	processed_pseudogene	chr3	154023835	154024298	+
RP11-217E22.2	ENSG00000243069.7	processed_transcript	chr3	154024401	154121332	-
ARHGEF26	ENSG00000114790.12	protein_coding	chr3	154121003	154257827	+
DHX36	ENSG00000174953.13	protein_coding	chr3	154272546	154324497	-
RF01210	ENSG00000271922.1	snoRNA	chr3	154329716	154329819	+
RP11-316N24.2	ENSG00000279305.1	TEC	chr3	154334809	154337047	-
GPR149	ENSG00000174948.5	protein_coding	chr3	154337672	154429715	-
RP11-785G3.1	ENSG00000240048.1	processed_pseudogene	chr3	154352136	154354799	-
RP11-656A15.1	ENSG00000243861.1	lincRNA	chr3	154511535	154539309	-
CTD-2501O3.2	ENSG00000243154.1	processed_pseudogene	chr3	154651656	154652423	-
CTD-2501O3.3	ENSG00000242151.1	processed_pseudogene	chr3	154657294	154657563	+
CTD-2501O3.1	ENSG00000240601.1	processed_pseudogene	chr3	154676588	154677119	-
RP11-439C8.1	ENSG00000243969.1	lincRNA	chr3	154827016	154861017	-
RP11-439C8.2	ENSG00000243953.1	lincRNA	chr3	154969283	154970223	-
MME	ENSG00000196549.10	protein_coding	chr3	155024124	155183729	+
RP11-270G15.2	ENSG00000240666.2	antisense	chr3	155158370	155183285	-
RP11-451G4.1	ENSG00000241336.1	lincRNA	chr3	155240945	155243144	+
RP11-451G4.2	ENSG00000240045.1	protein_coding	chr3	155290229	155293775	-
RP11-451G4.3	ENSG00000242790.1	lincRNA	chr3	155291188	155294176	+
RP11-451G4.4	ENSG00000239443.1	processed_pseudogene	chr3	155309427	155309807	-
PLCH1	ENSG00000114805.17	protein_coding	chr3	155375580	155745067	-
RP11-639F1.1	ENSG00000248772.1	unprocessed_pseudogene	chr3	155375683	155375790	-
RP11-639F1.2	ENSG00000243518.1	processed_pseudogene	chr3	155401329	155403399	-
RP11-639F1.3	ENSG00000242152.1	processed_pseudogene	chr3	155431229	155433398	-
RN7SL715P	ENSG00000272096.2	misc_RNA	chr3	155437538	155437823	-
RP11-117L15.1	ENSG00000239508.1	antisense	chr3	155449184	155457753	+
RP11-117L15.3	ENSG00000242925.1	antisense	chr3	155485803	155487121	+
RP11-100F22.1	ENSG00000239212.2	processed_pseudogene	chr3	155657760	155658612	+
RP11-674E16.4	ENSG00000214919.3	sense_intronic	chr3	155742142	155743726	-
RP11-674E16.1	ENSG00000241307.1	processed_pseudogene	chr3	155760617	155761217	+
C3orf33	ENSG00000174928.15	protein_coding	chr3	155762617	155806351	-
RP11-674E16.5	ENSG00000284952.1	protein_coding	chr3	155763043	155854442	-
SLC33A1	ENSG00000169359.14	protein_coding	chr3	155821024	155854456	-
GMPS	ENSG00000163655.15	protein_coding	chr3	155870536	155944026	+
RP11-111F10.2	ENSG00000240489.1	processed_pseudogene	chr3	155987304	155988176	+
AC067721.2	ENSG00000174930.4	unitary_pseudogene	chr3	156019646	156037647	+
KCNAB1	ENSG00000169282.17	protein_coding	chr3	156037701	156539138	+
RP11-111F10.3	ENSG00000242017.1	processed_pseudogene	chr3	156044155	156044948	-
RP11-294L13.1	ENSG00000242537.1	processed_pseudogene	chr3	156111432	156114198	-
RP11-118D22.3	ENSG00000227709.4	processed_pseudogene	chr3	156175852	156176911	-
RP11-118D22.4	ENSG00000240596.1	antisense	chr3	156215560	156227883	-
RP11-53D5.1	ENSG00000242370.1	antisense	chr3	156441157	156446905	-
RP11-305K5.1	ENSG00000272990.1	antisense	chr3	156523740	156524247	-
SSR3	ENSG00000114850.6	protein_coding	chr3	156540140	156555184	-
RP11-791I24.4	ENSG00000243926.1	antisense	chr3	156671862	156674378	-
TIPARP	ENSG00000163659.12	protein_coding	chr3	156673235	156706770	+
RP11-392A22.1	ENSG00000174912.7	processed_pseudogene	chr3	156713884	156714928	-
RP11-392A22.2	ENSG00000240875.5	lincRNA	chr3	156747346	156817062	-
PA2G4P4	ENSG00000230457.3	processed_pseudogene	chr3	156809551	156810732	-
LEKR1	ENSG00000197980.12	protein_coding	chr3	156825481	157046129	+
RP11-6F2.2	ENSG00000241879.1	processed_pseudogene	chr3	156977558	156977825	+
RP11-6F2.3	ENSG00000239706.1	processed_pseudogene	chr3	156988117	156988712	-
RN7SKP177	ENSG00000222499.1	misc_RNA	chr3	157017342	157017696	+
RP11-6F2.4	ENSG00000243629.1	lincRNA	chr3	157081667	157123004	-
RP11-6F2.5	ENSG00000241544.1	lincRNA	chr3	157081841	157088547	+
RP11-6F2.6	ENSG00000241135.5	lincRNA	chr3	157089881	157101135	+
CCNL1	ENSG00000163660.11	protein_coding	chr3	157146508	157160760	-
RF00019	ENSG00000201778.1	misc_RNA	chr3	157153548	157153640	+
RP11-555M1.1	ENSG00000244515.1	processed_pseudogene	chr3	157162663	157163932	-
RP11-555M1.3	ENSG00000241770.1	antisense	chr3	157163452	157169133	+
RNA5SP146	ENSG00000222675.1	rRNA	chr3	157173918	157174040	-
RP11-550I24.2	ENSG00000243176.5	processed_transcript	chr3	157175223	157381265	+
RP11-550I24.3	ENSG00000270981.1	processed_pseudogene	chr3	157230320	157231208	-
VEPH1	ENSG00000197415.11	protein_coding	chr3	157259742	157533619	-
PTX3	ENSG00000163661.3	protein_coding	chr3	157436789	157443628	+
PQLC2L	ENSG00000174899.10	protein_coding	chr3	157543246	157677749	+
RN7SKP46	ENSG00000251751.1	misc_RNA	chr3	157930492	157930725	-
RP11-290K4.1	ENSG00000239716.1	lincRNA	chr3	157976561	157978136	-
RP11-290K4.2	ENSG00000242536.1	lincRNA	chr3	158016216	158088997	-
SHOX2	ENSG00000168779.19	protein_coding	chr3	158095954	158106503	-
RSRC1	ENSG00000174891.12	protein_coding	chr3	158105855	158545730	+
RP11-113A11.1	ENSG00000241723.1	processed_pseudogene	chr3	158275809	158276421	-
RP11-113A11.3	ENSG00000277143.1	processed_pseudogene	chr3	158336430	158336777	-
RP11-538P18.1	ENSG00000243314.1	processed_pseudogene	chr3	158496561	158496934	+
RP11-538P18.2	ENSG00000243150.5	antisense	chr3	158545220	158571066	-
